children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,purpose_short
0,355675.0100514375,64,masters degree,0,married,0,F,retiree,0,130273.08535744,building a real estate,estate
0,-337.5564058340302,25,masters degree,0,unmarried,4,M,employee,0,182644.37905490265,buy commercial real estate,estate
1,-3247.914758173282,45,secondary education,1,married,0,M,partner,0,369166.18704920384,buying a second-hand car,car
0,394164.9166680501,66,secondary education,1,divorced,3,F,retiree,0,112522.28161202325,supplementary education,education
1,-245.5722582628313,41,secondary education,1,civil partnership,1,F,partner,0,187223.52777557765,getting higher education,education
2,-2309.582233341742,34,secondary education,1,married,0,F,employee,0,177886.5853795798,buying property for renting out,property
0,364246.4727494487,59,secondary education,1,married,0,F,retiree,0,87729.98291530664,education,education
1,-1041.003757760478,50,secondary education,1,civil partnership,1,M,employee,1,102238.42285501031,having a wedding,wedding
0,-2126.2360701426887,34,secondary education,1,married,0,M,employee,0,158598.4119023078,purchase of the house,house
0,,33,secondary education,1,married,0,F,partner,0,,purchase of a car,car
1,-642.9483712509242,42,masters degree,0,divorced,3,F,partner,0,334627.4327129568,supplementary education,education
1,-4174.406543663358,29,secondary education,1,married,0,M,employee,0,176031.72207981508,second-hand car purchase,car
0,-2874.308148662001,37,Secondary Education,1,married,0,M,employee,0,133288.71205268352,buying property for renting out,property
1,,44,secondary education,1,married,0,F,employee,0,,profile education,education
1,-2268.372129320756,31,secondary education,1,civil partnership,1,F,employee,1,165586.1291860343,property renovation,property
0,398425.61028850544,52,masters degree,0,widow / widower,2,F,retiree,0,77895.13638456313,buy real estate,estate
0,-6507.572513763696,62,masters degree,0,civil partnership,1,F,employee,0,282663.8822826083,having a wedding,wedding
0,-6210.476085431617,50,secondary education,1,married,0,F,employee,0,91853.30681817811,buy residential real estate,estate
0,-153.42081024911928,35,SECONDARY EDUCATION,1,married,0,F,partner,0,152090.10790491384,to buy a car,car
0,-589.5567717055158,57,secondary education,1,divorced,3,F,partner,0,223636.56935546343,car,car
0,-2648.051579346519,55,secondary education,1,civil partnership,1,F,employee,0,94027.50957405636,purchase of the house for my family,house
0,-3714.227570444858,29,masters degree,0,married,0,F,employee,0,92964.50068619712,purchase of a car,car
0,-2167.8734986649383,48,secondary education,1,married,0,F,partner,0,148235.13906220708,cars,car
0,-409.7253466582712,23,masters degree,0,unmarried,4,F,partner,0,125168.62976344368,getting higher education,education
0,-6839.7363327943385,47,masters degree,0,civil partnership,1,F,partner,0,186139.9934581445,to have a wedding,wedding
0,-1125.0962084372943,38,masters degree,0,civil partnership,1,F,partner,0,160921.8244589024,buying my own car,car
0,-1088.062823857682,60,secondary education,1,married,0,F,employee,0,57052.82162087009,profile education,education
0,-2358.7054352226887,50,secondary education,1,married,0,F,employee,0,80911.52472011212,real estate transactions,estate
3,-3701.3541883369303,47,secondary education,1,married,0,F,civil servant,0,143595.59548560073,second-hand car purchase,car
0,-3288.8801979670147,50,masters degree,0,married,0,F,employee,0,94200.09642031151,supplementary education,education
0,354123.1038798357,57,masters degree,0,married,0,F,retiree,0,116459.90435018548,buy commercial real estate,estate
0,-1900.893273503861,32,bachelor degree,2,married,0,F,employee,0,98540.5192320261,construction of own property,property
0,395491.3537443136,58,Secondary Education,1,divorced,3,F,retiree,0,78111.03402408633,construction of own property,property
3,-853.4602854559835,41,masters degree,0,married,0,M,employee,1,166571.73298454293,to become educated,education
0,-8336.282949353377,56,secondary education,1,married,0,M,partner,0,276729.6066423086,housing transactions,house
0,-360.1094633421291,46,secondary education,1,unmarried,4,M,employee,1,311898.7489328633,cars,car
0,378174.1878079844,64,secondary education,1,married,0,M,retiree,0,289338.62257842923,to get asupplementary education,education
1,-2949.027223403849,51,secondary education,1,civil partnership,1,M,employee,0,146812.33781011007,wedding ceremony,wedding
4,-592.9040866567982,28,secondary education,1,married,0,M,employee,1,183135.71140017707,purchase of the house,house
0,-4933.366934364356,60,masters degree,0,married,0,F,civil servant,0,159498.51439213898,buying property for renting out,property
0,-9746.665744178976,42,secondary education,1,married,0,F,civil servant,0,40264.63572755367,buy commercial real estate,estate
0,348457.56927421107,57,secondary education,1,married,0,F,retiree,0,128056.26380137067,profile education,education
1,-1140.7190031115892,35,secondary education,1,married,0,F,partner,0,88271.76216874387,construction of own property,property
0,354289.2266887151,61,secondary education,1,married,0,M,retiree,0,123126.60036759208,transactions with the residential real estate,estate
0,-2138.445060449168,58,secondary education,1,married,0,F,employee,0,124306.7245516872,building a real estate,estate
1,-3034.7716826936967,41,secondary education,1,married,0,M,partner,0,343019.1336198673,cars,car
1,-6406.6520218085325,46,secondary education,1,civil partnership,1,M,partner,0,289352.22237053764,having a wedding,wedding
0,338883.1590145509,69,secondary education,1,widow / widower,2,F,retiree,0,173642.99189271394,buy commercial real estate,estate
0,367387.7262339548,66,secondary education,1,married,0,F,retiree,0,85340.13217861927,buy residential real estate,estate
1,-3138.46309948039,26,SECONDARY EDUCATION,1,married,0,M,employee,1,189828.45068470592,to become educated,education
0,-5422.576189204316,52,secondary education,1,civil partnership,1,F,employee,0,179840.30367324685,wedding ceremony,wedding
1,-168.03822682235494,37,secondary education,1,civil partnership,1,M,employee,0,126210.5641871058,to have a wedding,wedding
0,391116.81832251634,57,secondary education,1,civil partnership,1,F,retiree,0,266504.7569965268,to have a wedding,wedding
1,-1153.0181278313996,44,secondary education,1,married,0,M,employee,0,160990.36284918632,purchase of the house for my family,house
0,-5248.890242822487,44,secondary education,1,unmarried,4,F,employee,1,216240.5761900437,cars,car
0,-1364.6393301876765,35,secondary education,1,married,0,M,employee,0,57642.95894902183,buy residential real estate,estate
0,-4295.262674330753,50,masters degree,0,married,0,M,partner,0,216782.29182890817,property renovation,property
1,-4243.863772029687,45,secondary education,1,civil partnership,1,F,partner,0,163582.01564283215,property,property
1,,31,secondary education,1,civil partnership,1,F,partner,1,,to have a wedding,wedding
0,-178.47000281909249,34,masters degree,0,married,0,M,employee,0,320693.0273776541,university education,education
0,-222.00765627979183,24,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,112661.3650391884,purchase of a car,car
0,330102.8905437349,65,primary education,3,civil partnership,1,F,retiree,0,66441.02051829504,purchase of the house,house
0,-3293.588715608971,27,masters degree,0,married,0,M,partner,0,400748.8591628944,profile education,education
0,,54,secondary education,1,married,0,M,employee,0,,buying my own car,car
0,-568.5878157300141,45,secondary education,1,divorced,3,F,civil servant,0,85562.5931786232,property,property
0,395540.9452174032,55,secondary education,1,widow / widower,2,F,retiree,0,154049.72511780148,housing,house
0,343812.38054709125,54,secondary education,1,married,0,F,retiree,0,98088.53695866517,to become educated,education
1,-558.1106633255305,39,secondary education,1,divorced,3,F,employee,1,227979.33274975308,building a property,property
0,388393.1482854764,66,secondary education,1,unmarried,4,F,retiree,0,57214.996189023215,purchase of the house,house
1,-1258.9719205226145,35,masters degree,0,married,0,F,employee,0,204229.78981742068,purchase of my own house,house
1,-3091.842013375717,26,secondary education,1,married,0,M,civil servant,0,172040.23670250206,purchase of the house for my family,house
0,-2237.382512902905,31,secondary education,1,married,0,F,partner,0,138117.45393890332,building a property,property
2,-3507.8007657490184,40,secondary education,1,married,0,M,employee,0,254968.2565322441,building a property,property
0,339239.7635483207,60,secondary education,1,married,0,F,retiree,0,139772.77890116675,transactions with my real estate,estate
0,-5292.09025316853,34,secondary education,1,civil partnership,1,M,partner,0,81309.94949570629,to have a wedding,wedding
0,-1784.9933413691092,56,secondary education,1,married,0,F,employee,0,196552.37753152987,buy residential real estate,estate
2,-5775.662994036871,35,secondary education,1,married,0,M,employee,0,140235.74262517394,buying a second-hand car,car
1,-789.3982041662413,23,SECONDARY EDUCATION,1,divorced,3,F,employee,0,159876.3854078174,property,property
0,-8434.66015242862,41,secondary education,1,married,0,F,employee,0,97028.06216527252,buy commercial real estate,estate
0,,67,secondary education,1,widow / widower,2,F,retiree,0,,to get asupplementary education,education
1,-1038.987540570252,23,secondary education,1,married,0,F,employee,0,50851.71276355009,buy real estate,estate
1,-6905.74037714841,46,secondary education,1,married,0,F,employee,1,171959.71745298943,education,education
1,-3310.4090347833667,58,secondary education,1,widow / widower,2,F,employee,0,38386.19472364436,going to university,education
0,390248.1302481152,51,secondary education,1,civil partnership,1,M,retiree,0,87939.69620036722,car purchase,car
20,-11937.171389241828,57,secondary education,1,married,0,F,employee,0,133198.3848971616,building a real estate,estate
1,-710.5079764514435,36,masters degree,0,married,0,F,civil servant,0,312777.13412366505,construction of own property,property
0,,49,secondary education,1,civil partnership,1,F,employee,0,,to have a wedding,wedding
0,,50,secondary education,1,unmarried,4,F,employee,0,,property,property
0,,55,secondary education,1,married,0,M,employee,0,,getting higher education,education
0,-7186.381219703726,44,secondary education,1,civil partnership,1,F,employee,0,171371.802969836,housing transactions,house
1,-3819.917867833846,29,secondary education,1,married,0,M,employee,0,216075.37323037093,housing transactions,house
0,351695.20717593643,62,secondary education,1,married,0,F,retiree,0,110836.48100049607,purchase of the house for my family,house
0,-685.1694764060088,24,secondary education,1,married,0,F,civil servant,0,66415.98339078485,purchase of my own house,house
0,,30,secondary education,1,married,0,F,employee,1,,purchase of a car,car
0,341299.6838384286,49,secondary education,1,married,0,M,retiree,0,117835.29682696857,building a property,property
0,401271.3638159447,54,secondary education,1,married,0,F,retiree,0,195466.4942028281,real estate transactions,estate
0,372523.6156662217,59,masters degree,0,married,0,F,retiree,0,122828.62349517064,university education,education
1,-1015.3954505009738,0,secondary education,1,unmarried,4,M,employee,1,107342.75102010564,purchase of the house,house
20,346000.4170894426,61,secondary education,1,widow / widower,2,F,retiree,0,59869.59734208452,housing transactions,house
0,-316.43298873724444,25,bachelor degree,2,civil partnership,1,F,partner,0,181349.2761362561,buy residential real estate,estate
0,390097.1728270946,65,secondary education,1,widow / widower,2,F,retiree,1,133670.05224607908,car,car
0,-200.81354402695283,28,masters degree,0,married,0,F,civil servant,0,68030.77989198346,property renovation,property
0,332152.75806456286,63,Secondary Education,1,married,0,M,retiree,0,72849.55905993066,transactions with the residential real estate,estate
0,352247.2461479753,56,secondary education,1,civil partnership,1,M,retiree,0,128719.68848170216,buy real estate,estate
2,-3755.6032168482952,33,masters degree,0,married,0,F,employee,0,81862.11208149401,property,property
0,-3700.922758711357,51,MASTERS DEGREE,0,married,0,F,employee,0,174758.69348730796,car,car
0,387077.4961035179,64,secondary education,1,civil partnership,1,F,retiree,0,296479.59609682445,having a wedding,wedding
0,-1267.3288264204589,40,secondary education,1,married,0,F,employee,0,74003.77332217309,real estate transactions,estate
0,345794.4864860629,64,SECONDARY EDUCATION,1,married,0,F,retiree,0,111602.14443590722,buy commercial real estate,estate
2,-593.9597628377053,31,secondary education,1,married,0,F,employee,0,56443.25593420959,car purchase,car
0,,54,secondary education,1,civil partnership,1,F,retiree,0,,property,property
0,-248.6635421571262,25,secondary education,1,civil partnership,1,F,employee,0,129674.44264067618,wedding ceremony,wedding
1,396357.2728718806,43,secondary education,1,civil partnership,1,F,retiree,1,133040.65332566953,getting an education,education
1,-1613.4554267518486,57,Masters Degree,0,married,0,M,employee,0,307296.6955940671,to own a car,car
0,332961.9337460704,55,secondary education,1,married,0,F,retiree,0,92921.05894751396,transactions with my real estate,estate
0,-2793.635709080165,49,secondary education,1,married,0,M,partner,0,367011.3121355329,purchase of my own house,house
1,-3638.513792934917,44,secondary education,1,married,0,F,employee,0,233803.20368584164,buy residential real estate,estate
1,-7089.9231339734815,39,masters degree,0,married,0,F,partner,0,96948.4989023575,housing transactions,house
0,-1334.7244755580627,25,secondary education,1,married,0,F,partner,0,161044.46489717852,supplementary education,education
2,-2031.545649439064,39,secondary education,1,married,0,M,partner,0,189849.7838393245,building a property,property
0,391732.1924708092,63,masters degree,0,married,0,F,retiree,0,61180.6154853641,purchase of the house for my family,house
0,-1810.259288304136,26,secondary education,1,unmarried,4,M,employee,0,93241.51709140034,buy residential real estate,estate
0,-2748.166938999187,43,secondary education,1,unmarried,4,M,civil servant,0,153433.86933597946,housing,house
3,-1687.300565162622,57,masters degree,0,married,0,M,partner,0,334922.32836142404,buy real estate,estate
0,-378.4229859009688,24,SECONDARY EDUCATION,1,unmarried,4,M,employee,0,237482.535514169,transactions with my real estate,estate
0,332860.5245615907,49,secondary education,1,married,0,F,retiree,0,175039.20620282632,going to university,education
2,-718.2507947596953,33,masters degree,0,married,0,F,partner,0,120630.9925628256,supplementary education,education
0,-2793.4687681280934,38,secondary education,1,civil partnership,1,M,employee,0,161758.05019765918,wedding ceremony,wedding
0,-675.0243284302222,44,secondary education,1,married,0,M,employee,0,80491.36364659063,going to university,education
2,,38,masters degree,0,married,0,M,partner,0,,to become educated,education
2,-699.0675128799414,28,masters degree,0,married,0,F,employee,0,81558.0688813351,buy residential real estate,estate
0,371252.6405465447,52,secondary education,1,married,0,F,retiree,0,62846.43691422418,to get asupplementary education,education
0,-13059.219031349869,63,masters degree,0,married,0,F,partner,0,132306.59483456274,buy commercial real estate,estate
2,-950.0473443447976,37,secondary education,1,married,0,F,employee,0,150360.70023927954,transactions with the residential real estate,estate
0,-540.8284316692234,33,secondary education,1,married,0,F,employee,0,127786.05234305067,buy commercial real estate,estate
2,-880.839823122235,29,secondary education,1,civil partnership,1,F,employee,0,265633.3443141053,housing,house
1,-386.77611247450585,37,secondary education,1,married,0,M,partner,0,168553.20351177186,housing transactions,house
0,-1878.556359440861,52,secondary education,1,unmarried,4,F,employee,0,537648.0709241892,property renovation,property
1,,26,secondary education,1,married,0,M,employee,0,,purchase of the house for my family,house
0,-1699.7070223162182,43,secondary education,1,married,0,F,civil servant,0,222694.8996358676,transactions with my real estate,estate
0,-1034.36001693784,49,secondary education,1,married,0,F,civil servant,0,154158.52152694028,to own a car,car
0,-578.1670515786406,52,secondary education,1,widow / widower,2,F,civil servant,0,125380.3821789858,supplementary education,education
2,-1578.9498032900567,35,secondary education,1,civil partnership,1,F,partner,0,65979.46764079785,getting an education,education
0,-1341.690261886797,30,masters degree,0,unmarried,4,M,partner,0,211090.2178463057,buy real estate,estate
0,-626.9717490656624,53,masters degree,0,married,0,F,employee,0,129282.98219491786,buy real estate,estate
0,363396.6867029914,67,secondary education,1,married,0,F,retiree,1,169951.46720956554,housing,house
0,-5113.144699256639,55,primary education,3,married,0,F,employee,0,39476.43861929059,buying property for renting out,property
3,-220.7589446964816,34,secondary education,1,married,0,F,employee,0,168620.05617882806,purchase of a car,car
0,-328.5717507028488,48,masters degree,0,married,0,M,employee,0,195785.234584504,buying property for renting out,property
1,,39,secondary education,1,married,0,M,civil servant,0,,car purchase,car
0,384224.1624421508,61,Secondary Education,1,married,0,M,retiree,0,203444.14321762772,second-hand car purchase,car
0,-3493.8755430754645,47,secondary education,1,married,0,F,employee,0,66429.94186723311,to own a car,car
1,-1607.8003680241486,32,masters degree,0,married,0,F,employee,0,133257.8540535797,buy commercial real estate,estate
0,-2961.261827323052,41,masters degree,0,married,0,F,employee,0,41667.130507466325,housing,house
0,-2520.939325297915,37,secondary education,1,civil partnership,1,F,partner,1,181598.0035893053,having a wedding,wedding
0,-5211.8164781493015,48,secondary education,1,married,0,F,employee,0,42860.337929496745,housing transactions,house
0,-5360.035785746952,50,secondary education,1,civil partnership,1,F,employee,0,92518.55417736176,construction of own property,property
0,-641.407784170847,54,secondary education,1,civil partnership,1,M,employee,0,100383.10255492853,to have a wedding,wedding
0,-629.4862923667871,57,secondary education,1,unmarried,4,F,employee,0,103863.1195327811,purchase of the house for my family,house
1,336482.9241122194,66,secondary education,1,widow / widower,2,F,retiree,1,154095.48994038894,buy commercial real estate,estate
2,-866.7298691364293,26,secondary education,1,married,0,F,employee,0,102157.63140209124,car purchase,car
0,,28,bachelor degree,2,married,0,M,partner,0,,cars,car
0,-3383.597520178483,38,secondary education,1,unmarried,4,F,employee,0,121433.152833979,buy real estate,estate
0,333208.8647228413,56,Secondary Education,1,married,0,M,retiree,1,73442.9945725539,to buy a car,car
0,386259.6751091767,64,secondary education,1,married,0,M,retiree,0,55758.04220478016,transactions with my real estate,estate
1,-367.75816528596914,34,secondary education,1,married,0,M,employee,0,128461.92313986212,building a real estate,estate
0,372215.3881100906,63,secondary education,1,divorced,3,F,retiree,0,134262.58677452485,buying property for renting out,property
0,344532.7780091499,60,SECONDARY EDUCATION,1,widow / widower,2,F,retiree,1,72389.80252508694,buy real estate,estate
1,-503.3061876496106,42,secondary education,1,married,0,F,partner,0,133623.70656567856,purchase of the house,house
0,-1572.0521360877217,0,secondary education,1,married,0,F,employee,0,81994.46903101492,to get asupplementary education,education
0,380945.8513258331,51,secondary education,1,married,0,F,retiree,0,134363.494961592,purchase of the house,house
1,-417.1319120363357,26,masters degree,0,married,0,M,partner,0,165705.69956900564,transactions with the residential real estate,estate
1,-999.2349305996725,32,masters degree,0,unmarried,4,M,partner,0,477850.5692460508,property,property
0,343069.86536508385,64,secondary education,1,married,0,F,retiree,0,271098.8355456877,purchase of the house,house
0,-3153.129508621613,39,SECONDARY EDUCATION,1,civil partnership,1,F,employee,1,112424.80250545609,building a property,property
1,-1863.8710795761392,46,secondary education,1,divorced,3,F,civil servant,0,106222.13696881603,cars,car
-1,-8493.10125239519,61,bachelor degree,2,married,0,M,employee,0,315006.1820559198,property,property
0,-1078.0898074242532,25,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,129489.12895754976,purchase of my own house,house
0,-3362.883318003311,55,secondary education,1,married,0,M,employee,0,197988.0263851273,property,property
0,-284.4263821329149,46,masters degree,0,married,0,F,partner,0,301191.5783816511,transactions with my real estate,estate
0,-8013.836389666451,52,masters degree,0,married,0,F,employee,0,101343.59665736658,to become educated,education
0,,47,secondary education,1,married,0,F,employee,1,,cars,car
0,-457.5844893728704,38,bachelor degree,2,married,0,M,partner,0,278191.983457234,second-hand car purchase,car
1,,38,secondary education,1,married,0,M,employee,0,,construction of own property,property
0,-2756.003231451152,43,secondary education,1,married,0,F,employee,0,259334.611384496,to buy a car,car
0,-84.87542571409523,43,secondary education,1,unmarried,4,F,employee,0,83460.02670099278,buying property for renting out,property
0,-1680.0932145697382,31,secondary education,1,divorced,3,M,partner,0,84478.87044227173,buy residential real estate,estate
0,,40,secondary education,1,married,0,F,partner,0,,to own a car,car
0,-3249.4327506308423,61,masters degree,0,civil partnership,1,M,employee,0,103475.86060187538,building a property,property
0,-1729.6325310382126,74,secondary education,1,married,0,M,partner,0,124830.07963806788,buy residential real estate,estate
0,,34,secondary education,1,married,0,M,employee,1,,going to university,education
20,-507.1600875751856,50,Secondary Education,1,civil partnership,1,M,partner,1,169780.8986283039,having a wedding,wedding
0,-297.3853284018473,23,masters degree,0,civil partnership,1,F,employee,0,128912.90994346392,having a wedding,wedding
0,-2000.7515868205603,60,primary education,3,married,0,F,employee,0,153624.689852946,university education,education
0,-3883.891033468462,41,secondary education,1,unmarried,4,F,partner,0,107232.68791040614,building a property,property
0,-652.0379678027423,41,SECONDARY EDUCATION,1,unmarried,4,F,employee,0,215774.9303026792,car,car
3,-2967.5608903760176,41,secondary education,1,married,0,F,employee,1,172969.9150725156,purchase of the house,house
0,-1276.4502996946285,54,secondary education,1,married,0,F,employee,0,106784.79109456182,housing,house
0,-1086.325926347565,50,secondary education,1,married,0,F,partner,0,238868.1700194011,university education,education
0,-2909.351718561962,50,secondary education,1,unmarried,4,F,civil servant,0,117252.22317790102,buy real estate,estate
0,-4802.232101583296,42,secondary education,1,divorced,3,F,employee,0,87425.71640384874,car purchase,car
1,,31,secondary education,1,married,0,M,employee,1,,housing transactions,house
1,-5407.012899373383,51,masters degree,0,married,0,F,civil servant,0,260922.5877392412,purchase of the house,house
0,-1521.700016556735,25,masters degree,0,married,0,F,partner,0,146063.59574878286,to buy a car,car
0,359884.05860895134,62,secondary education,1,married,0,F,retiree,0,121534.69316115484,to get asupplementary education,education
0,-5566.78629080641,46,masters degree,0,married,0,F,employee,0,144731.9853596496,getting higher education,education
0,-3753.202312256487,66,masters degree,0,civil partnership,1,M,employee,0,128673.39388587596,buy commercial real estate,estate
0,-238.53115709909724,21,bachelor degree,2,unmarried,4,F,employee,0,167052.10317008305,property,property
0,398408.1830524196,64,secondary education,1,married,0,F,retiree,0,72350.93014034898,car purchase,car
1,-1195.6215163440042,45,secondary education,1,civil partnership,1,M,employee,1,149151.58579846472,car,car
0,,34,masters degree,0,civil partnership,1,M,civil servant,0,,to have a wedding,wedding
2,-1799.436747042283,34,secondary education,1,married,0,M,partner,0,232298.2104648051,housing,house
0,-4109.061671251181,57,secondary education,1,married,0,F,employee,0,99140.9421927442,construction of own property,property
1,-2352.1059235014545,25,secondary education,1,married,0,M,employee,0,347727.1042682792,housing,house
1,-9615.720263325771,50,secondary education,1,married,0,M,employee,0,130713.76711647732,real estate transactions,estate
1,-577.7488824162948,40,secondary education,1,married,0,M,employee,0,180543.966335032,purchase of the house for my family,house
1,-284.2285720530012,20,secondary education,1,married,0,M,employee,0,136808.95102335035,getting higher education,education
0,-1198.057908207691,38,secondary education,1,married,0,M,employee,0,111892.10188479976,purchase of my own house,house
0,-775.8990742268857,25,secondary education,1,unmarried,4,M,employee,0,74491.62707078423,to buy a car,car
0,364767.95016885264,70,masters degree,0,married,0,F,retiree,0,64135.95237702024,to become educated,education
0,-4040.07017789665,54,secondary education,1,married,0,M,employee,1,256694.90408151768,going to university,education
1,-107.4131872945808,39,masters degree,0,divorced,3,F,partner,0,150121.0596438238,housing,house
0,-3470.084979821592,35,secondary education,1,married,0,F,employee,0,102795.01787857988,profile education,education
1,-1337.9100957169494,36,secondary education,1,married,0,M,employee,0,176038.93406462378,building a property,property
0,-2893.844062763568,46,secondary education,1,married,0,F,employee,0,224806.1014658791,car,car
0,384415.9865330777,56,masters degree,0,married,0,M,retiree,0,160832.4860068501,purchase of the house,house
0,-265.1426333067906,40,secondary education,1,civil partnership,1,M,employee,1,85371.41175671648,to have a wedding,wedding
0,-498.1623177314577,48,masters degree,0,married,0,M,employee,0,219227.791416408,housing,house
0,-984.46986035451,50,secondary education,1,married,0,M,partner,0,274782.9373195727,buying property for renting out,property
1,-786.9356721061267,30,secondary education,1,married,0,F,employee,1,109377.58106355664,going to university,education
0,,55,secondary education,1,married,0,F,retiree,0,,purchase of the house,house
1,-2847.878151998192,35,secondary education,1,married,0,F,employee,0,111307.01927325876,to become educated,education
0,334338.8855152528,62,secondary education,1,widow / widower,2,F,retiree,0,159652.43724380663,housing transactions,house
0,-2780.056777369144,49,secondary education,1,married,0,F,civil servant,0,144023.86706288054,purchase of a car,car
0,,66,secondary education,1,widow / widower,2,F,employee,0,,construction of own property,property
0,393246.7210757576,57,secondary education,1,married,0,F,retiree,0,147247.5678044472,buy real estate,estate
0,-5154.422246961226,33,masters degree,0,divorced,3,F,employee,0,184980.0677460977,buying property for renting out,property
0,,55,secondary education,1,married,0,M,partner,0,,housing,house
0,-5700.517589075388,48,secondary education,1,married,0,F,employee,0,246370.3174090398,second-hand car purchase,car
0,333786.4243917387,57,secondary education,1,married,0,M,retiree,0,183927.87268833767,property,property
1,-6009.183738738375,37,masters degree,0,married,0,M,employee,0,404598.1780443616,buying a second-hand car,car
1,-683.6739120366304,23,secondary education,1,civil partnership,1,F,employee,0,127029.29331565586,car purchase,car
0,-454.2594438595585,27,masters degree,0,unmarried,4,F,partner,0,240838.19170805663,property,property
1,-1258.7543395734338,30,secondary education,1,unmarried,4,M,employee,0,183204.57517428463,property renovation,property
3,-1223.8312425564104,32,secondary education,1,married,0,F,employee,0,132162.26068892266,buying my own car,car
0,,58,secondary education,1,married,0,M,employee,0,,buy real estate,estate
0,350626.05700523034,53,secondary education,1,married,0,F,retiree,0,105736.67186591258,buy real estate,estate
1,,37,secondary education,1,married,0,F,employee,0,,buy real estate,estate
1,370254.1581299003,68,MASTERS DEGREE,0,married,0,F,retiree,0,504301.6204042148,education,education
0,-3279.183727586125,59,masters degree,0,divorced,3,F,partner,0,331933.6934691596,building a property,property
0,-1688.1589301725528,52,secondary education,1,divorced,3,F,employee,0,87140.38403437307,going to university,education
0,-1122.156485135432,54,secondary education,1,unmarried,4,M,employee,1,109582.9552780831,to get asupplementary education,education
0,374623.6492254604,51,secondary education,1,married,0,F,retiree,0,173537.79650845312,cars,car
0,370164.9815316248,56,masters degree,0,widow / widower,2,F,retiree,0,120270.07699149472,purchase of my own house,house
0,-5424.530359331664,55,secondary education,1,married,0,M,employee,0,130314.78988851616,buy residential real estate,estate
0,-1179.4016308302232,22,secondary education,1,unmarried,4,F,employee,0,133263.37968527066,housing transactions,house
1,-1265.740747504486,39,masters degree,0,divorced,3,F,partner,0,330727.0761563312,education,education
0,348336.66079437017,61,secondary education,1,married,0,F,retiree,0,78117.49076059139,property renovation,property
1,-3192.139006453311,45,SECONDARY EDUCATION,1,civil partnership,1,F,employee,0,145095.6930046429,purchase of the house,house
0,-2209.8830591980177,66,secondary education,1,widow / widower,2,F,civil servant,0,163060.54151204278,to buy a car,car
0,372229.68411181256,58,SECONDARY EDUCATION,1,unmarried,4,F,retiree,0,203173.74580822352,building a property,property
0,,64,secondary education,1,married,0,F,retiree,0,,supplementary education,education
20,-1005.7014225994252,31,MASTERS DEGREE,0,married,0,F,partner,0,181325.75933269397,housing,house
2,-992.1229263743976,31,bachelor degree,2,married,0,F,partner,0,141671.83760460312,car purchase,car
0,-308.0264081190875,51,masters degree,0,unmarried,4,F,partner,0,69320.27614042888,buy residential real estate,estate
0,,58,secondary education,1,married,0,F,retiree,0,,to become educated,education
0,-313.7622804954532,21,primary education,3,civil partnership,1,F,employee,0,111133.53513465793,having a wedding,wedding
0,389305.56375525147,67,secondary education,1,civil partnership,1,F,retiree,0,216161.2011132876,having a wedding,wedding
0,-2759.5783553675483,48,masters degree,0,married,0,F,partner,0,65132.52773893371,transactions with my real estate,estate
1,-507.2537312703178,21,secondary education,1,unmarried,4,M,partner,0,154141.30725835552,supplementary education,education
0,-416.977615153229,31,secondary education,1,married,0,M,employee,0,101330.72032062184,construction of own property,property
1,,46,masters degree,0,civil partnership,1,M,employee,0,,having a wedding,wedding
0,,65,masters degree,0,married,0,M,employee,0,,university education,education
1,-4100.453263941229,44,secondary education,1,divorced,3,F,partner,0,232091.3843405661,purchase of the house,house
0,385995.11347776325,56,secondary education,1,widow / widower,2,F,retiree,0,37610.01981126007,buying a second-hand car,car
3,,0,secondary education,1,married,0,M,employee,0,,transactions with the residential real estate,estate
2,-1551.6319434728655,28,bachelor degree,2,married,0,F,partner,0,180061.6278276464,housing,house
0,344072.7549884878,55,secondary education,1,married,0,F,retiree,0,133122.85558554393,buying my own car,car
2,-2238.5931808174137,29,masters degree,0,married,0,F,partner,0,113820.67284964562,buy commercial real estate,estate
0,,57,bachelor degree,2,divorced,3,F,retiree,0,,getting higher education,education
0,-1203.5068186610456,53,masters degree,0,married,0,F,partner,0,443270.4455692197,building a property,property
1,-205.58905850202373,41,secondary education,1,married,0,M,partner,0,163115.06864452243,second-hand car purchase,car
0,392030.0126827833,42,secondary education,1,civil partnership,1,M,retiree,0,156461.42203532305,wedding ceremony,wedding
0,-2801.739031073842,48,secondary education,1,married,0,M,employee,0,175167.91598302065,buy commercial real estate,estate
0,-1477.438114132203,44,masters degree,0,married,0,M,partner,0,2265604.028722744,property renovation,property
1,-1783.316775738815,22,secondary education,1,married,0,M,partner,0,68512.97416855843,housing transactions,house
1,-1674.5398399929736,40,secondary education,1,unmarried,4,F,employee,0,139504.1317303641,education,education
3,-1460.4960612842506,37,secondary education,1,civil partnership,1,M,employee,0,227487.5350537437,having a wedding,wedding
0,333347.31658636336,50,secondary education,1,married,0,F,retiree,0,100170.02590562544,going to university,education
0,388408.9751612581,64,masters degree,0,widow / widower,2,F,retiree,0,42319.91293074483,buy residential real estate,estate
1,-1816.421926483752,38,secondary education,1,married,0,M,employee,0,185335.2690620533,purchase of my own house,house
